GuestID,FirstName,LastName,Gender,AgeBand,HomeCity,Country,PostcodeArea,Email,LoyaltyTier,MemberSince,MarketingConsent
GST01364,Freya,Evans,F,25-34,London,United Kingdom,SE,freya.evans670@proton.me,Bronze,2023-07-12,Yes
GST01365,Leo,Hall,M,55-64,Newcastle,United Kingdom,NE,leo.hall67@proton.me,Bronze,2022-12-07,No
GST01366,Meera,Smith,F,55-64,Liverpool,United Kingdom,L,meera.smith944@gmail.com,Silver,2021-07-23,Yes
GST01367,Charlotte,Cooper,F,35-44,Liverpool,United Kingdom,L,charlotte.cooper785@icloud.com,Bronze,2023-04-19,Yes
GST01368,Alice,Turner,F,45-54,Cambridge,United Kingdom,CB,alice.turner710@outlook.com,Bronze,2019-10-19,Yes
GST01369,Henry,Hall,M,35-44,London,United Kingdom,SE,henry.hall23@hotmail.com,Non-member,,Yes
GST01370,Oliver,Patel,M,45-54,Amsterdam,Netherlands,,oliver.patel948@icloud.com,Bronze,2021-03-11,Yes
GST01371,Charlotte,Wright,F,25-34,Liverpool,United Kingdom,L,charlotte.wright250@yahoo.co.uk,Non-member,,Yes
GST01372,Daniel,Taylor,M,55-64,Mumbai,India,,daniel.taylor265@yahoo.co.uk,Non-member,,No
GST01373,Jacob,Phillips,M,45-54,Oxford,United Kingdom,OX,jacob.phillips108@outlook.com,Bronze,2025-06-24,Yes
GST01374,Ava,Jackson,F,25-34,Sheffield,United Kingdom,S,ava.jackson999@yahoo.co.uk,Bronze,2020-07-10,Yes
GST01375,Jacob,Wilson,M,25-34,Bristol,United Kingdom,BS,jacob.wilson528@gmail.com,Bronze,2022-06-29,Yes
GST01376,Ella,Mehta,F,18-24,Glasgow,United Kingdom,G,ella.mehta741@gmail.com,Gold,2025-06-06,No
GST01377,Ava,Robinson,F,55-64,Amsterdam,Netherlands,,ava.robinson687@proton.me,Bronze,2018-09-27,No
GST01378,Evie,Jackson,F,25-34,Oxford,United Kingdom,OX,evie.jackson984@yahoo.co.uk,Bronze,2020-09-26,Yes
GST01379,Maya,Shah,F,45-54,Bristol,United Kingdom,BS,maya.shah216@hotmail.com,Non-member,,No
GST01380,Jacob,Baker,M,35-44,London,United Kingdom,SE,jacob.baker841@outlook.com,Bronze,2024-04-14,Yes
GST01381,Samuel,Thompson,M,25-34,Manchester,United Kingdom,M,samuel.thompson654@yahoo.co.uk,Silver,2019-05-30,No
GST01382,Charlie,Gupta,M,25-34,Madrid,Spain,,charlie.gupta754@yahoo.co.uk,Bronze,2021-09-01,Yes
GST01383,Luke,Wilson,M,35-44,Madrid,Spain,,luke.wilson614@yahoo.co.uk,Non-member,,Yes
GST01384,David,Wright,M,25-34,Birmingham,United Kingdom,B,david.wright796@outlook.com,Bronze,2022-04-02,Yes
GST01385,Lily,Phillips,F,45-54,Reading,United Kingdom,RG,lily.phillips111@icloud.com,Gold,2020-12-06,No
GST01386,Meera,Collins,F,65+,Bristol,United Kingdom,BS,meera.collins44@hotmail.com,Non-member,,Yes
GST01387,Isla,Baker,F,35-44,London,United Kingdom,SE,isla.baker806@outlook.com,Non-member,,No
GST01388,David,Williams,M,18-24,Oxford,United Kingdom,OX,david.williams507@gmail.com,Bronze,2021-12-31,Yes
GST01389,Freya,Green,F,45-54,Leicester,United Kingdom,LE,freya.green793@proton.me,Silver,2018-08-15,Yes
GST01390,Freya,Wilson,F,35-44,Leicester,United Kingdom,LE,freya.wilson810@yahoo.co.uk,Non-member,,No
GST01391,Lucy,Taylor,F,45-54,Newcastle,United Kingdom,NE,lucy.taylor453@icloud.com,Silver,2021-03-15,No
GST01392,Ryan,Walker,M,18-24,Edinburgh,United Kingdom,EH,ryan.walker409@outlook.com,Silver,2022-06-26,No
GST01393,George,Phillips,M,25-34,Bristol,United Kingdom,BS,george.phillips956@hotmail.com,Platinum,2018-02-16,Yes
GST01394,Maya,Ahmed,F,35-44,Toronto,Canada,,maya.ahmed61@proton.me,Gold,2018-06-16,Yes
GST01395,Oscar,Ahmed,M,25-34,Edinburgh,United Kingdom,EH,oscar.ahmed140@icloud.com,Gold,2022-01-01,Yes
GST01396,Oscar,Thompson,M,25-34,Birmingham,United Kingdom,B,oscar.thompson44@gmail.com,Bronze,2026-04-05,Yes
GST01397,Lucy,Mehta,F,45-54,Milan,Italy,,lucy.mehta776@yahoo.co.uk,Silver,2020-08-24,No
GST01398,Jack,Harris,M,45-54,Liverpool,United Kingdom,L,jack.harris286@proton.me,Silver,2025-12-29,Yes
GST01399,Emily,King,F,25-34,Bristol,United Kingdom,BS,emily.king811@proton.me,Platinum,2022-03-19,No
GST01400,Oscar,Davies,M,25-34,Newcastle,United Kingdom,NE,oscar.davies220@outlook.com,Bronze,2023-02-05,Yes
GST01401,Ava,Campbell,F,45-54,Sheffield,United Kingdom,S,ava.campbell544@proton.me,Bronze,2026-05-01,Yes
GST01402,Lewis,Parker,M,25-34,Leicester,United Kingdom,LE,lewis.parker239@hotmail.com,Gold,2021-01-09,Yes
GST01403,David,Mitchell,M,25-34,London,United Kingdom,SE,david.mitchell141@icloud.com,Gold,2023-03-26,Yes
GST01404,Harry,Fraser,M,18-24,Leicester,United Kingdom,LE,harry.fraser9@gmail.com,Bronze,2024-12-04,Yes
GST01405,Amelia,Stewart,F,25-34,Nottingham,United Kingdom,NG,amelia.stewart228@outlook.com,Bronze,2020-10-19,Yes
GST01406,Leo,Jones,M,25-34,Glasgow,United Kingdom,G,leo.jones288@proton.me,Bronze,2026-05-19,Yes
GST01407,Alice,Patel,F,45-54,Newcastle,United Kingdom,NE,alice.patel393@outlook.com,Silver,2021-03-27,Yes
GST01408,Georgia,Williams,F,18-24,London,United Kingdom,SE,georgia.williams405@outlook.com,Non-member,,No
GST01409,Joshua,Martin,M,35-44,Sydney,Australia,,joshua.martin991@yahoo.co.uk,Gold,2021-02-03,Yes
GST01410,Lucy,Williams,F,35-44,Oxford,United Kingdom,OX,lucy.williams190@icloud.com,Platinum,2019-06-27,Yes
GST01411,Rebecca,Fraser,F,55-64,Sydney,Australia,,rebecca.fraser475@yahoo.co.uk,Silver,2018-04-20,Yes
GST01412,Luke,Williams,M,25-34,Sheffield,United Kingdom,S,luke.williams399@gmail.com,Bronze,2020-11-25,No
GST01413,Aisha,Murray,F,35-44,Sheffield,United Kingdom,S,aisha.murray502@proton.me,Gold,2025-02-24,No
GST01414,Nathan,Turner,M,35-44,Leicester,United Kingdom,LE,nathan.turner256@icloud.com,Non-member,,Yes
GST01415,Daniel,Green,M,18-24,Nottingham,United Kingdom,NG,daniel.green758@icloud.com,Non-member,,Yes
GST01416,Nathan,Evans,M,55-64,Manchester,United Kingdom,M,nathan.evans957@icloud.com,Gold,2023-01-20,Yes
GST01417,Callum,Baker,M,45-54,Nottingham,United Kingdom,NG,callum.baker966@gmail.com,Gold,2020-04-09,No
GST01418,Isla,Taylor,F,18-24,Nottingham,United Kingdom,NG,isla.taylor457@yahoo.co.uk,Silver,2022-04-29,Yes
GST01419,Callum,White,M,35-44,Manchester,United Kingdom,M,callum.white699@outlook.com,Silver,2022-04-26,Yes
GST01420,Ananya,Smith,F,25-34,Leeds,United Kingdom,LS,ananya.smith103@yahoo.co.uk,Platinum,2024-05-20,No
GST01421,Zara,Fraser,F,25-34,Liverpool,United Kingdom,L,zara.fraser813@yahoo.co.uk,Gold,2018-09-06,No
GST01422,Oscar,Walker,M,35-44,Bristol,United Kingdom,BS,oscar.walker329@gmail.com,Bronze,2026-03-13,Yes
GST01423,Aisha,Murray,F,55-64,Oxford,United Kingdom,OX,aisha.murray667@yahoo.co.uk,Silver,2018-12-05,Yes
GST01424,Aisha,Hussain,F,35-44,Birmingham,United Kingdom,B,aisha.hussain339@yahoo.co.uk,Silver,2023-09-13,Yes
GST01425,Rebecca,Collins,F,35-44,Cambridge,United Kingdom,CB,rebecca.collins314@outlook.com,Bronze,2019-12-18,No
GST01426,Joshua,Reid,M,25-34,Glasgow,United Kingdom,G,joshua.reid429@yahoo.co.uk,Bronze,2024-04-21,Yes
GST01427,Sophie,Walker,F,55-64,Dublin,Ireland,,sophie.walker813@icloud.com,Bronze,2024-01-30,Yes
GST01428,Jacob,Green,M,45-54,Berlin,Germany,,jacob.green172@yahoo.co.uk,Gold,2022-03-31,Yes
GST01429,Grace,Williams,F,45-54,Madrid,Spain,,grace.williams481@icloud.com,Bronze,2019-01-14,Yes
GST01430,George,King,M,35-44,Cardiff,United Kingdom,CF,george.king205@icloud.com,Bronze,2021-10-10,Yes
GST01431,Mia,White,F,35-44,Reading,United Kingdom,RG,mia.white248@outlook.com,Non-member,,Yes
GST01432,Aisha,Walker,F,18-24,Leeds,United Kingdom,LS,aisha.walker885@gmail.com,Silver,2023-04-21,Yes
GST01433,Isla,Wood,F,35-44,Leicester,United Kingdom,LE,isla.wood185@gmail.com,Bronze,2021-03-14,Yes
GST01434,Jessica,Hussain,F,35-44,Berlin,Germany,,jessica.hussain907@icloud.com,Silver,2025-01-28,No
GST01435,Lewis,Khan,M,55-64,Reading,United Kingdom,RG,lewis.khan456@icloud.com,Bronze,2020-08-25,Yes
GST01436,Noah,Mehta,M,25-34,Edinburgh,United Kingdom,EH,noah.mehta895@proton.me,Silver,2021-12-27,Yes
GST01437,Lily,Morris,F,25-34,Leeds,United Kingdom,LS,lily.morris625@outlook.com,Bronze,2023-01-17,Yes
GST01438,Daniel,King,M,35-44,Cambridge,United Kingdom,CB,daniel.king800@gmail.com,Bronze,2018-12-21,Yes
GST01439,Charlie,Fraser,M,18-24,Toronto,Canada,,charlie.fraser5@gmail.com,Bronze,2019-01-27,Yes
GST01440,Leah,Wright,F,65+,Manchester,United Kingdom,M,leah.wright795@outlook.com,Gold,2020-09-29,No
GST01441,Ava,Smith,F,25-34,Cambridge,United Kingdom,CB,ava.smith207@proton.me,Silver,2024-08-21,Yes
GST01442,George,Reid,M,35-44,New York,United States,,george.reid50@icloud.com,Silver,2019-06-10,No
GST01443,Ryan,Mehta,M,55-64,Cardiff,United Kingdom,CF,ryan.mehta22@gmail.com,Bronze,2018-10-18,Yes
GST01444,Isla,Phillips,F,25-34,Sydney,Australia,,isla.phillips216@hotmail.com,Non-member,,No
GST01445,Mia,Mitchell,F,25-34,Glasgow,United Kingdom,G,mia.mitchell954@icloud.com,Non-member,,No
GST01446,Noah,Stewart,M,55-64,Leicester,United Kingdom,LE,noah.stewart481@gmail.com,Bronze,2022-07-28,No
GST01447,Jessica,Carter,F,18-24,Leeds,United Kingdom,LS,jessica.carter49@gmail.com,Gold,2021-01-16,Yes
GST01448,David,Patel,M,45-54,Oxford,United Kingdom,OX,david.patel239@outlook.com,Silver,2021-12-03,No
GST01449,Jack,Hall,M,35-44,Reading,United Kingdom,RG,jack.hall850@icloud.com,Silver,2021-09-11,Yes
GST01450,Zara,Williams,F,45-54,Dublin,Ireland,,zara.williams774@hotmail.com,Silver,2019-06-29,Yes
GST01451,Samuel,Green,M,55-64,Reading,United Kingdom,RG,samuel.green401@proton.me,Gold,2019-08-15,No
GST01452,Benjamin,Harris,M,18-24,London,United Kingdom,SE,benjamin.harris563@proton.me,Non-member,,No
GST01453,Ethan,Ahmed,M,35-44,Newcastle,United Kingdom,NE,ethan.ahmed793@proton.me,Gold,2020-04-15,Yes
GST01454,Nathan,Mehta,M,25-34,Newcastle,United Kingdom,NE,nathan.mehta873@gmail.com,Gold,2025-12-10,No
GST01455,Callum,Hall,M,25-34,Edinburgh,United Kingdom,EH,callum.hall524@hotmail.com,Bronze,2019-09-05,Yes
GST01456,Daniel,Turner,M,55-64,Newcastle,United Kingdom,NE,daniel.turner859@proton.me,Silver,2023-06-29,Yes
GST01457,Priya,Shah,F,55-64,Cardiff,United Kingdom,CF,priya.shah649@icloud.com,Bronze,2021-10-28,Yes
GST01458,Leah,Ahmed,F,55-64,Leicester,United Kingdom,LE,leah.ahmed342@yahoo.co.uk,Bronze,2025-07-18,No
GST01459,Ella,Patel,F,35-44,London,United Kingdom,SE,ella.patel824@hotmail.com,Bronze,2024-10-11,Yes
GST01460,Lily,Hall,F,45-54,Bristol,United Kingdom,BS,lily.hall952@hotmail.com,Silver,2018-02-27,Yes
GST01461,Evie,King,F,25-34,Liverpool,United Kingdom,L,evie.king843@icloud.com,Non-member,,Yes
GST01462,Henry,Fraser,M,25-34,Liverpool,United Kingdom,L,henry.fraser946@icloud.com,Non-member,,No
GST01463,Matthew,Smith,M,35-44,Sheffield,United Kingdom,S,matthew.smith212@gmail.com,Non-member,,No
GST01464,James,Campbell,M,65+,Nottingham,United Kingdom,NG,james.campbell353@hotmail.com,Non-member,,Yes
GST01465,Zara,Brown,F,18-24,Leeds,United Kingdom,LS,zara.brown642@proton.me,Bronze,2026-03-06,Yes
GST01466,Hannah,Harris,F,55-64,Newcastle,United Kingdom,NE,hannah.harris456@proton.me,Bronze,2022-10-02,No
GST01467,Henry,Evans,M,35-44,Cardiff,United Kingdom,CF,henry.evans473@outlook.com,Gold,2021-02-18,Yes
GST01468,Noah,Gupta,M,35-44,Bristol,United Kingdom,BS,noah.gupta943@gmail.com,Silver,2021-11-18,Yes
GST01469,Leah,Patel,F,18-24,Cardiff,United Kingdom,CF,leah.patel859@proton.me,Silver,2025-08-13,Yes
GST01470,Hannah,Gupta,F,65+,Liverpool,United Kingdom,L,hannah.gupta552@gmail.com,Silver,2022-01-06,Yes
GST01471,Fatima,Stewart,F,45-54,Cardiff,United Kingdom,CF,fatima.stewart481@gmail.com,Silver,2025-02-21,Yes
GST01472,Alfie,Shah,M,45-54,Milan,Italy,,alfie.shah509@yahoo.co.uk,Silver,2024-10-16,Yes
GST01473,Bethany,Taylor,F,35-44,Newcastle,United Kingdom,NE,bethany.taylor211@gmail.com,Bronze,2021-07-20,Yes
GST01474,Oscar,Hall,M,18-24,Newcastle,United Kingdom,NE,oscar.hall675@icloud.com,Bronze,2021-02-04,No
GST01475,William,Singh,M,25-34,New York,United States,,william.singh403@gmail.com,Bronze,2026-06-30,Yes
GST01476,Alice,Johnson,F,35-44,Nottingham,United Kingdom,NG,alice.johnson17@icloud.com,Silver,2025-02-11,No
GST01477,Sara,Wright,F,45-54,Cardiff,United Kingdom,CF,sara.wright94@icloud.com,Non-member,,Yes
GST01478,Lily,Shah,F,18-24,Reading,United Kingdom,RG,lily.shah159@gmail.com,Non-member,,No
GST01479,Thomas,Thompson,M,25-34,Birmingham,United Kingdom,B,thomas.thompson533@icloud.com,Non-member,,Yes
GST01480,Daniel,Mehta,M,45-54,Oxford,United Kingdom,OX,daniel.mehta974@hotmail.com,Platinum,2023-11-26,Yes
GST01481,Harry,Thompson,M,55-64,Nottingham,United Kingdom,NG,harry.thompson108@gmail.com,Bronze,2018-01-22,No
GST01482,Priya,Robinson,F,18-24,Leicester,United Kingdom,LE,priya.robinson663@gmail.com,Platinum,2024-08-30,No
GST01483,Ava,Reid,F,25-34,Edinburgh,United Kingdom,EH,ava.reid191@proton.me,Silver,2020-05-21,No
GST01484,Meera,Mitchell,F,45-54,Amsterdam,Netherlands,,meera.mitchell852@gmail.com,Gold,2025-08-22,No
GST01485,Ava,Thompson,F,45-54,Manchester,United Kingdom,M,ava.thompson725@icloud.com,Non-member,,Yes
GST01486,George,Baker,M,18-24,Birmingham,United Kingdom,B,george.baker15@proton.me,Silver,2023-10-10,Yes
GST01487,Hannah,Campbell,F,25-34,Bristol,United Kingdom,BS,hannah.campbell174@yahoo.co.uk,Bronze,2019-09-25,Yes
GST01488,Ethan,Shah,M,25-34,Berlin,Germany,,ethan.shah421@gmail.com,Bronze,2022-10-18,Yes
GST01489,Aisha,Turner,F,25-34,Toronto,Canada,,aisha.turner235@outlook.com,Non-member,,Yes
GST01490,Ethan,Collins,M,18-24,Newcastle,United Kingdom,NE,ethan.collins307@outlook.com,Gold,2019-07-18,Yes
GST01491,Maya,Taylor,F,25-34,Cambridge,United Kingdom,CB,maya.taylor115@proton.me,Silver,2021-03-03,Yes
GST01492,Oscar,Murray,M,55-64,Paris,France,,oscar.murray657@proton.me,Bronze,2018-08-31,Yes
GST01493,Amelia,Jackson,F,35-44,Oxford,United Kingdom,OX,amelia.jackson38@yahoo.co.uk,Gold,2025-10-28,Yes
GST01494,Yusuf,Walker,M,18-24,Liverpool,United Kingdom,L,yusuf.walker449@icloud.com,Bronze,2021-05-16,Yes
GST01495,Chloe,Martin,F,25-34,Sheffield,United Kingdom,S,chloe.martin972@icloud.com,Silver,2018-12-19,No
GST01496,Zara,Patel,F,25-34,Reading,United Kingdom,RG,zara.patel280@outlook.com,Bronze,2022-03-07,No
GST01497,Omar,Gupta,M,35-44,New York,United States,,omar.gupta927@yahoo.co.uk,Non-member,,Yes
GST01498,Jacob,Brown,M,35-44,Liverpool,United Kingdom,L,jacob.brown789@gmail.com,Bronze,2022-12-02,Yes
GST01499,Rebecca,Wood,F,45-54,Bristol,United Kingdom,BS,rebecca.wood848@gmail.com,Silver,2020-10-16,Yes
GST01500,Aisha,Baker,F,35-44,Glasgow,United Kingdom,G,aisha.baker24@outlook.com,Silver,2024-10-27,No
GST01501,Rohan,Campbell,M,35-44,Birmingham,United Kingdom,B,rohan.campbell761@proton.me,Non-member,,No
GST01502,Lewis,Parker,M,25-34,Cambridge,United Kingdom,CB,lewis.parker130@hotmail.com,Non-member,,No
GST01503,Daniel,Patel,M,35-44,Birmingham,United Kingdom,B,daniel.patel790@outlook.com,Bronze,2018-03-17,Yes
GST01504,Freya,Gupta,F,25-34,Glasgow,United Kingdom,G,freya.gupta443@gmail.com,Silver,2024-05-20,No
GST01505,Aisha,Fraser,F,25-34,Reading,United Kingdom,RG,aisha.fraser398@hotmail.com,Silver,2020-12-06,Yes
GST01506,Amelia,Jackson,F,25-34,Cardiff,United Kingdom,CF,amelia.jackson753@yahoo.co.uk,Gold,2022-12-16,Yes
GST01507,Joshua,Campbell,M,35-44,Nottingham,United Kingdom,NG,joshua.campbell131@icloud.com,Silver,2019-06-17,No
GST01508,Sophia,Robinson,F,25-34,New York,United States,,sophia.robinson211@icloud.com,Silver,2022-08-01,Yes
GST01509,Isla,Cooper,F,25-34,Leicester,United Kingdom,LE,isla.cooper27@yahoo.co.uk,Non-member,,No
GST01510,George,Hussain,M,25-34,Sheffield,United Kingdom,S,george.hussain323@proton.me,Silver,2024-04-03,Yes
GST01511,Sophie,Gupta,F,18-24,Mumbai,India,,sophie.gupta243@yahoo.co.uk,Bronze,2018-09-04,Yes
GST01512,Adam,Singh,M,25-34,Manchester,United Kingdom,M,adam.singh770@proton.me,Bronze,2022-05-14,Yes
GST01513,Sophia,Fraser,F,65+,Leicester,United Kingdom,LE,sophia.fraser52@proton.me,Bronze,2021-01-17,Yes
GST01514,Samuel,Gupta,M,45-54,Sydney,Australia,,samuel.gupta947@outlook.com,Silver,2023-01-11,No
GST01515,Sophie,Mitchell,F,55-64,New York,United States,,sophie.mitchell306@gmail.com,Silver,2023-06-30,Yes
GST01516,Ava,Evans,F,45-54,Birmingham,United Kingdom,B,ava.evans983@proton.me,Platinum,2021-09-15,No
GST01517,Chloe,Parker,F,55-64,Edinburgh,United Kingdom,EH,chloe.parker134@outlook.com,Bronze,2023-04-02,Yes
GST01518,Charlotte,Carter,F,25-34,Amsterdam,Netherlands,,charlotte.carter340@outlook.com,Silver,2019-04-06,No
GST01519,Maya,Turner,F,35-44,Cambridge,United Kingdom,CB,maya.turner508@outlook.com,Gold,2024-12-17,No
GST01520,Georgia,Morris,F,18-24,Cardiff,United Kingdom,CF,georgia.morris418@proton.me,Platinum,2025-09-12,Yes
GST01521,Nathan,Walker,M,45-54,Sheffield,United Kingdom,S,nathan.walker438@gmail.com,Silver,2021-04-27,Yes
GST01522,Amelia,Hussain,F,35-44,Reading,United Kingdom,RG,amelia.hussain143@yahoo.co.uk,Silver,2022-12-04,Yes
GST01523,Benjamin,Wood,M,35-44,Oxford,United Kingdom,OX,benjamin.wood311@proton.me,Bronze,2022-07-20,No
GST01524,Mia,Johnson,F,35-44,Madrid,Spain,,mia.johnson162@yahoo.co.uk,Platinum,2020-11-11,Yes
GST01525,Grace,Walker,F,65+,Sheffield,United Kingdom,S,grace.walker535@yahoo.co.uk,Bronze,2022-07-19,Yes
GST01526,Daniel,Brown,M,25-34,Leeds,United Kingdom,LS,daniel.brown828@outlook.com,Gold,2022-02-09,Yes
GST01527,Isla,Johnson,F,55-64,Manchester,United Kingdom,M,isla.johnson685@yahoo.co.uk,Silver,2020-07-25,No
GST01528,Noah,Fraser,M,35-44,Cardiff,United Kingdom,CF,noah.fraser978@icloud.com,Gold,2023-01-21,Yes
GST01529,Luke,Shah,M,25-34,Manchester,United Kingdom,M,luke.shah873@gmail.com,Gold,2020-08-17,Yes
GST01530,Maya,Khan,F,55-64,Paris,France,,maya.khan988@yahoo.co.uk,Platinum,2021-08-10,Yes
GST01531,Rohan,Turner,M,35-44,Sheffield,United Kingdom,S,rohan.turner573@outlook.com,Bronze,2024-08-22,Yes
GST01532,Thomas,Edwards,M,45-54,Birmingham,United Kingdom,B,thomas.edwards184@outlook.com,Gold,2022-05-24,Yes
GST01533,Freya,Wood,F,45-54,Edinburgh,United Kingdom,EH,freya.wood20@icloud.com,Bronze,2024-07-06,Yes
GST01534,Evie,Davies,F,35-44,Leicester,United Kingdom,LE,evie.davies802@icloud.com,Bronze,2023-01-19,Yes
GST01535,Alice,Martin,F,45-54,Berlin,Germany,,alice.martin251@yahoo.co.uk,Silver,2026-04-13,Yes
GST01536,David,Edwards,M,25-34,London,United Kingdom,SE,david.edwards29@proton.me,Bronze,2018-05-28,Yes
GST01537,Ava,Fraser,F,25-34,Milan,Italy,,ava.fraser457@hotmail.com,Silver,2020-01-02,No
GST01538,Maya,Turner,F,35-44,Newcastle,United Kingdom,NE,maya.turner177@proton.me,Gold,2018-05-22,Yes
GST01539,Meera,Murray,F,25-34,Leeds,United Kingdom,LS,meera.murray676@gmail.com,Bronze,2023-02-17,Yes
GST01540,Charlotte,Khan,F,18-24,Manchester,United Kingdom,M,charlotte.khan702@proton.me,Bronze,2024-11-20,Yes
GST01541,Fatima,Carter,F,55-64,Nottingham,United Kingdom,NG,fatima.carter473@icloud.com,Gold,2020-09-29,Yes
GST01542,Lewis,Parker,M,35-44,Leeds,United Kingdom,LS,lewis.parker412@hotmail.com,Bronze,2020-10-13,Yes
GST01543,Nathan,Gupta,M,25-34,Reading,United Kingdom,RG,nathan.gupta488@yahoo.co.uk,Bronze,2022-07-09,Yes
GST01544,Nadia,Phillips,F,55-64,Paris,France,,nadia.phillips973@gmail.com,Bronze,2021-07-25,Yes
GST01545,Bethany,Thompson,F,45-54,Birmingham,United Kingdom,B,bethany.thompson647@hotmail.com,Bronze,2024-01-29,Yes
GST01546,Ryan,Johnson,M,45-54,Newcastle,United Kingdom,NE,ryan.johnson935@yahoo.co.uk,Bronze,2021-06-21,No
GST01547,Lily,Reid,F,45-54,New York,United States,,lily.reid636@yahoo.co.uk,Non-member,,Yes
GST01548,Charlie,Harris,M,45-54,Birmingham,United Kingdom,B,charlie.harris216@proton.me,Gold,2024-11-29,Yes
GST01549,James,Green,M,35-44,Cambridge,United Kingdom,CB,james.green721@icloud.com,Silver,2022-09-16,No
GST01550,Oliver,Jones,M,18-24,Toronto,Canada,,oliver.jones586@proton.me,Silver,2021-06-19,Yes
GST01551,Alice,Mehta,F,45-54,Cambridge,United Kingdom,CB,alice.mehta189@outlook.com,Bronze,2019-07-21,Yes
GST01552,George,Williams,M,35-44,London,United Kingdom,SE,george.williams405@proton.me,Non-member,,Yes
GST01553,Freya,Wilson,F,25-34,Oxford,United Kingdom,OX,freya.wilson622@icloud.com,Bronze,2023-09-07,Yes
GST01554,Samuel,Robinson,M,35-44,Leicester,United Kingdom,LE,samuel.robinson843@yahoo.co.uk,Bronze,2022-09-23,Yes
GST01555,David,White,M,25-34,Reading,United Kingdom,RG,david.white946@gmail.com,Bronze,2026-07-30,Yes
GST01556,Chloe,Patel,F,45-54,Dublin,Ireland,,chloe.patel139@hotmail.com,Bronze,2018-09-08,Yes
GST01557,Matthew,Shah,M,55-64,Liverpool,United Kingdom,L,matthew.shah77@gmail.com,Silver,2023-04-18,Yes
GST01558,Joshua,Fraser,M,35-44,Newcastle,United Kingdom,NE,joshua.fraser510@outlook.com,Bronze,2021-10-14,No
GST01559,Maya,Harris,F,35-44,Birmingham,United Kingdom,B,maya.harris715@proton.me,Bronze,2023-09-26,Yes
GST01560,Lewis,Wright,M,45-54,Reading,United Kingdom,RG,lewis.wright455@proton.me,Bronze,2021-12-28,Yes
GST01561,Lucy,Ali,F,25-34,Oxford,United Kingdom,OX,lucy.ali719@gmail.com,Silver,2019-02-01,Yes
GST01562,Jack,King,M,25-34,Liverpool,United Kingdom,L,jack.king310@yahoo.co.uk,Platinum,2019-06-02,Yes
GST01563,Maya,Brown,F,35-44,Toronto,Canada,,maya.brown906@yahoo.co.uk,Bronze,2019-08-24,Yes
GST01564,James,Fraser,M,25-34,Manchester,United Kingdom,M,james.fraser10@proton.me,Bronze,2020-11-21,No
GST01565,Nadia,Johnson,F,35-44,Glasgow,United Kingdom,G,nadia.johnson715@yahoo.co.uk,Gold,2019-10-22,Yes
GST01566,Olivia,Khan,F,55-64,Reading,United Kingdom,RG,olivia.khan745@gmail.com,Bronze,2024-03-25,Yes
GST01567,Alice,Ali,F,55-64,Madrid,Spain,,alice.ali882@hotmail.com,Silver,2022-12-01,No
GST01568,Ava,Thompson,F,55-64,Newcastle,United Kingdom,NE,ava.thompson976@icloud.com,Bronze,2023-10-10,Yes
GST01569,Sara,Mitchell,F,35-44,Paris,France,,sara.mitchell904@outlook.com,Gold,2025-04-27,No
GST01570,Evie,King,F,18-24,Sheffield,United Kingdom,S,evie.king940@hotmail.com,Gold,2021-09-19,No
GST01571,George,Wood,M,35-44,London,United Kingdom,SE,george.wood711@icloud.com,Silver,2023-10-05,Yes
GST01572,Emily,Collins,F,45-54,Leicester,United Kingdom,LE,emily.collins423@hotmail.com,Gold,2022-03-12,Yes
GST01573,Ava,Mehta,F,35-44,Oxford,United Kingdom,OX,ava.mehta648@hotmail.com,Bronze,2026-06-04,Yes
GST01574,Oscar,Green,M,25-34,Newcastle,United Kingdom,NE,oscar.green736@proton.me,Bronze,2020-08-01,Yes
GST01575,Jessica,Martin,F,35-44,Glasgow,United Kingdom,G,jessica.martin492@icloud.com,Silver,2024-07-09,Yes
GST01576,Henry,Evans,M,35-44,Nottingham,United Kingdom,NG,henry.evans318@icloud.com,Bronze,2020-09-09,Yes
GST01577,Sara,Collins,F,45-54,Leeds,United Kingdom,LS,sara.collins80@proton.me,Bronze,2022-06-12,Yes
GST01578,Omar,Hall,M,35-44,Newcastle,United Kingdom,NE,omar.hall836@proton.me,Bronze,2020-01-31,No
GST01579,Ella,Cooper,F,25-34,Milan,Italy,,ella.cooper288@outlook.com,Silver,2023-04-25,Yes
GST01580,Adam,Johnson,M,45-54,Liverpool,United Kingdom,L,adam.johnson284@icloud.com,Non-member,,No
GST01581,Olivia,Johnson,F,35-44,Glasgow,United Kingdom,G,olivia.johnson149@proton.me,Silver,2022-05-23,Yes
GST01582,Nathan,Brown,M,45-54,Mumbai,India,,nathan.brown516@hotmail.com,Non-member,,Yes
GST01583,Lucy,Khan,F,45-54,Dublin,Ireland,,lucy.khan764@hotmail.com,Platinum,2024-10-02,Yes
GST01584,Adam,Cooper,M,25-34,Oxford,United Kingdom,OX,adam.cooper639@icloud.com,Bronze,2023-08-18,Yes
GST01585,Grace,Harris,F,18-24,Berlin,Germany,,grace.harris662@icloud.com,Bronze,2020-07-27,No
GST01586,Luke,Johnson,M,35-44,London,United Kingdom,SE,luke.johnson991@gmail.com,Gold,2023-06-08,Yes
